id,budget,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,genres_all,genres_major,production_companies_major,production_countries_major,spoken_languages_major
32023,0,Son of Dracula,5.343065,15984,0,80,Released,Son of Dracula,6.8,16,Fantasy; Horror,Fantasy,Universal Pictures,United States of America,English
13666,0,The Wolf Man,5.386984,15322,0,70,Released,The Wolf Man,7.2,124,Horror; Drama,Horror,Universal Pictures,United States of America,English
29794,0,Howling II: Stirba - Werewolf Bitch,4.037458,31287,0,91,Released,Howling II: Stirba - Werewolf Bitch,4.2,41,Thriller; Horror,Thriller,Hemdale,United Kingdom,English
9077,0,Tarantula,4.453327,20437,0,80,Released,Tarantula,6.1,58,Horror; Science Fiction; Thriller,Horror,Universal International Pictures (UI),United States of America,English
36685,1200000,The Rocky Horror Picture Show,8.699428,27620,112892319,100,Released,The Rocky Horror Picture Show,7.4,703,Comedy; Horror; Music; Science Fiction,Comedy,Twentieth Century Fox Film Corporation,United Kingdom,English
43391,0,The Flying Saucer,0.432126,18267,0,69,Released,The Flying Saucer,2.7,7,Thriller; Science Fiction,Thriller,Colonial Productions,United States of America,English
30168,5000000,It Came from Hollywood,1.629796,30295,2091037,80,Released,It Came from Hollywood,6,12,Comedy; Documentary,Comedy,Paramount Pictures,United States of America,English
10785,0,The Thing from Another World,5.466036,18747,0,87,Released,The Thing from Another World,6.9,142,Horror; Science Fiction,Horror,RKO Radio Pictures,United States of America,English
19483,0,It Came from Outer Space,7.749114,19505,0,81,Released,It Came from Outer Space,6.2,52,Horror; Science Fiction,Horror,Universal International Pictures (UI),United States of America,English
8974,2000000,The War of the Worlds,5.609399,19584,2000000,85,Released,The War of the Worlds,6.8,172,Horror; Science Fiction; Thriller,Horror,Paramount Pictures,United States of America,ÄŒeskÃ½
29959,0,It Came from Beneath the Sea,2.917071,20271,0,79,Released,It Came from Beneath the Sea,5.4,20,Horror; Science Fiction,Horror,Columbia Pictures,United States of America,English
11549,417000,Invasion of the Body Snatchers,6.135431,20490,0,80,Released,Invasion of the Body Snatchers,7.3,277,Horror; Science Fiction,Horror,Allied Artists Pictures,United States of America,English
18158,0,Earth vs. the Flying Saucers,3.340532,20640,0,83,Released,Earth vs. the Flying Saucers,6,41,Action; Science Fiction,Action,Columbia Pictures Corporation,United States of America,English
27625,0,It Conquered the World,2.141695,20650,0,71,Released,It Conquered the World,4,10,Horror; Science Fiction; Thriller,Horror,Sunset Productions,United States of America,English
41516,0,The Mole People,0.883306,20790,0,77,Released,The Mole People,4.4,14,Adventure; Fantasy; Horror; Science Fiction,Adventure,Universal International Pictures (UI),United States of America,English
17918,3000000,Swamp Thing,9.412377,30001,0,91,Released,Swamp Thing,5.4,92,Horror; Science Fiction,Horror,DC Comics,United States of America,English
37305,0,Pork Chop Hill,2.522122,21699,0,97,Released,Pork Chop Hill,6.4,16,Action; War; Drama,Action,United Artists,United States of America,English
18784,0,"Run Silent, Run Deep",2.73837,21271,0,93,Released,"Run Silent, Run Deep",7.5,31,Drama; War,Drama,Hill-Hecht-Lancaster Productions,United States of America,English
509,42000000,Notting Hill,9.874043,36293,363889678,124,Released,Notting Hill,7,1309,Romance; Comedy; Drama,Romance,Bookshop Productions,United Kingdom,English
1090,16000000,The Thirteenth Floor,9.356587,36266,18564088,100,Released,The Thirteenth Floor,6.8,381,Thriller; Science Fiction; Mystery,Thriller,Columbia Pictures,United States of America,English
24858,0,ÎœÎ¹Î± Î±Î¹Ï‰Î½Î¹ÏŒÏ„Î·Ï„Î± ÎºÎ±Î¹ Î¼Î¹Î± Î¼Î­ÏÎ±,1.266908,35796,0,137,Released,Eternity and a Day,7.1,14,Drama,Drama,Arte,France,English
15059,4000000,The Loss of Sexual Innocence,3.02583,36279,0,106,Released,The Loss of Sexual Innocence,5.2,9,Drama,Drama,Summit Entertainment,United Kingdom,English
55912,0,The Man with Rain in His Shoes,1.217192,36126,258464,91,Released,Twice Upon a Yesterday,5.1,8,Comedy; Drama; Romance,Comedy,HandMade Films,Spain,English
12117,80000000,Instinct,6.236116,36315,0,126,Released,Instinct,6.3,149,Drama; Mystery; Thriller,Drama,Spyglass Entertainment,United States of America,English
11779,0,Buena Vista Social Club,11.619416,36208,0,105,Released,Buena Vista Social Club,7.3,76,Documentary; Music,Documentary,,Cuba,English
41730,0,Desert Blue,2.494188,36317,0,90,Released,Desert Blue,5.5,9,Comedy; Drama,Comedy,Ignite Entertainment,United States of America,English
84198,0,A Place at the Table,0.501046,40990,0,84,Released,A Place at the Table,6.9,7,Documentary,Documentary,,United States of America,English
100568,0,Floating,0.226247,36441,0,90,Released,Floating,5,4,Drama,Drama,,,English
13533,0,Free Enterprise,0.898365,35950,0,113,Released,Free Enterprise,5.8,10,Comedy; Romance,Comedy,Mindfire Entertainment,United States of America,English
62676,8000000,Limbo,1.969282,36315,1997807,126,Released,Limbo,7,17,Adventure; Drama; Thriller,Adventure,,,English
817,33000000,Austin Powers: The Spy Who Shagged Me,13.984182,36319,310940086,95,Released,Austin Powers: The Spy Who Shagged Me,6.1,1034,Adventure; Comedy; Crime; Science Fiction,Adventure,New Line Cinema,United States of America,Deutsch
265966,0,Promise Her Anything,0.451412,36322,0,101,Released,Promise Her Anything,0,0,Comedy; Drama; Fantasy,Comedy,Open City Films,United States of America,English
91598,0,Le nain rouge,0.113904,35931,0,100,Released,The Red Dwarf,5.5,3,Drama; Comedy,Drama,,,
14283,18000000,The Red Violin,7.725843,36048,9495408,131,Released,The Red Violin,7.2,101,Drama; Thriller; Mystery; Music; Romance,Drama,Rhombus Media,Canada,English
37135,150000000,Tarzan,12.453452,36329,448000000,88,Released,Tarzan,7.1,1715,Adventure; Animation; Drama; Family,Adventure,Walt Disney Pictures,United States of America,English
2275,60000000,The General's Daughter,14.039655,36329,149705852,116,Released,The General's Daughter,6.1,209,Crime; Drama; Mystery; Thriller,Crime,Paramount Pictures,Germany,English
68426,0,Get Bruce!,0.489067,36161,0,82,Released,Get Bruce!,6.2,3,Comedy; Documentary,Comedy,,United States of America,English
24137,14000000,An Ideal Husband,3.873796,36265,18535191,97,Released,An Ideal Husband,6.3,47,Drama; Comedy; Romance,Drama,Miramax Films,United Kingdom,English
10376,9000000,La leggenda del pianista sull'oceano,7.668214,36096,0,170,Released,The Legend of 1900,8.1,554,Fantasy,Fantasy,Medusa Film,Italy,English
104,1530000,Lola rennt,7.765379,36027,7267585,81,Released,Run Lola Run,7.2,672,Action; Drama; Thriller,Action,X-Filme Creative Pool,Germany,Deutsch
15800,0,Trekkies,4.79567,35721,0,86,Released,Trekkies,6.3,22,Documentary,Documentary,,United States of America,English
9032,34200000,Big Daddy,8.011869,36336,234801895,93,Released,Big Daddy,6.2,898,Comedy; Drama,Comedy,Columbia Pictures,United States of America,English
13821,0,The Boys,1.239074,35922,0,86,Released,The Boys,6.8,3,Drama,Drama,New South Wales Film & Television Office,Australia,English
9421,12500000,Le DÃ®ner de cons,6.122739,35900,78599508,80,Released,The Dinner Game,7.7,408,Comedy,Comedy,Gaumont,France,FranÃ§ais
55955,0,My Son the Fanatic,0.147516,35724,408339,88,Released,My Son the Fanatic,4.7,3,Drama; Comedy; Foreign,Drama,,United Kingdom,English
67067,0,Zone 39,0.087065,35189,0,95,Released,Zone 39,5,2,Science Fiction,Science Fiction,Australian Film Finance Corporation (AFFC),Australia,English
6488,31000000,Arachnophobia,5.418428,33094,53208180,103,Released,Arachnophobia,6.2,445,Comedy; Horror,Comedy,Amblin Entertainment,United States of America,English
9473,21000000,"South Park: Bigger, Longer & Uncut",11.818055,36341,0,81,Released,"South Park: Bigger, Longer & Uncut",7.1,916,Animation; Comedy; Music,Animation,Paramount Pictures,United States of America,English
8487,170000000,Wild Wild West,9.887602,36340,222104681,106,Released,Wild Wild West,5.1,1042,Action; Adventure; Comedy; Science Fiction; Western,Action,"Todman, Simon, LeMasters Productions",United States of America,English
10279,0,Summer of Sam,6.14854,36343,0,142,Released,Summer of Sam,6.3,115,Thriller; Drama; Crime; Romance,Thriller,40 Acres & A Mule Filmworks,United States of America,English
125263,0,Broken Vessels,0.117541,35903,0,90,Released,Broken Vessels,6,2,Drama,Drama,,,
2767,28000000,Les Amants du Pont-Neuf,3.62449,33527,0,125,Released,Les Amants du Pont-Neuf,7.5,45,Drama; Romance,Drama,Les Films Christian Fechner,France,FranÃ§ais
78568,0,"Fin aoÃ»t, dÃ©but septembre",0.977617,36052,0,112,Released,"Late August, Early September",7.3,4,Drama; Foreign,Drama,CinÃ©a,France,FranÃ§ais
2105,11000000,American Pie,18.344227,36350,235483004,95,Released,American Pie,6.4,2358,Comedy; Romance,Comedy,Universal Pictures,United States of America,English
1073,21500000,Arlington Road,8.605659,36238,0,117,Released,Arlington Road,7,246,Drama; Thriller; Mystery,Drama,Lakeshore Entertainment,United States of America,English
10239,0,Conte d'automne,3.842644,36045,0,112,Released,Autumn Tale,7,12,Drama; Romance,Drama,Les Films du Losange,France,FranÃ§ais
10208,24000000,Muppets from Space,7.531668,36355,16290976,87,Released,Muppets from Space,5.8,94,Fantasy; Comedy; Science Fiction; Family,Fantasy,Columbia Pictures,United States of America,English
2667,60000,The Blair Witch Project,14.838386,36355,248000000,81,Released,The Blair Witch Project,6.3,1090,Horror; Mystery,Horror,Artisan Entertainment,United States of America,English
48958,0,My Life So Far,1.786841,36397,0,98,Released,My Life So Far,6.1,10,Comedy; Drama,Comedy,Miramax Films,United Kingdom,English
345,65000000,Eyes Wide Shut,13.268484,36355,162091208,159,Released,Eyes Wide Shut,7.1,1266,Mystery; Drama,Mystery,Hobby Films,United Kingdom,English
9825,27000000,Lake Placid,13.787108,36356,56870414,82,Released,Lake Placid,5.5,251,Horror; Comedy; Action; Science Fiction; Thriller,Horror,Fox 2000 Pictures,United States of America,English
16158,6000000,The Wood,4.414077,36357,25059640,106,Released,The Wood,7.1,34,Comedy; Drama; Romance,Comedy,MTV Films,United States of America,English
133575,4000000,The Velocity of Gary,1.074248,36357,0,100,Released,The Velocity of Gary,4.2,5,Drama; Romance,Drama,Ventanarosa Productions,United States of America,English
620,30000000,Ghostbusters,22.089729,30840,295212467,107,Released,Ghostbusters,7.3,2431,Comedy; Fantasy,Comedy,Columbia Pictures Corporation,United States of America,English
2978,37000000,Ghostbusters II,16.414239,32674,215394738,108,Released,Ghostbusters II,6.3,1131,Comedy; Fantasy,Comedy,Columbia Pictures Corporation,United States of America,English
10490,10000000,Drop Dead Gorgeous,6.396767,36364,10571408,98,Released,Drop Dead Gorgeous,6.5,88,Comedy,Comedy,New Line Cinema,United States of America,English
11618,80000000,The Haunting,8.967638,36364,91188905,113,Released,The Haunting,5.2,374,Horror; Thriller; Fantasy; Mystery,Horror,DreamWorks,United States of America,English
332,75000000,Inspector Gadget,11.677244,36364,0,78,Released,Inspector Gadget,4.3,322,Action; Adventure; Comedy; Family,Action,Walt Disney Pictures,United States of America,English
1812,450000,Trick,2.493289,36364,2049595,89,Released,Trick,6.7,24,Comedy; Romance,Comedy,Fine Line Features,United States of America,English
8914,60000000,Deep Blue Sea,7.493615,36369,73648228,105,Released,Deep Blue Sea,5.6,616,Action; Science Fiction; Thriller,Action,Village Roadshow Pictures,Australia,English
9824,68000000,Mystery Men,10.466306,36378,29762011,121,Released,Mystery Men,5.7,255,Adventure; Fantasy; Action; Comedy; Science Fiction,Adventure,Universal Pictures,United States of America,English
4806,70000000,Runaway Bride,8.919469,36371,309457509,116,Released,Runaway Bride,5.8,472,Comedy; Romance,Comedy,Paramount Pictures,United States of America,English
33430,0,Twin Falls Idaho,1.596052,36371,0,111,Released,Twin Falls Idaho,7.1,12,Drama; Romance,Drama,,,English
247,320000,The Killing,10.223264,20583,0,85,Released,The Killing,7.7,290,Drama; Action; Thriller; Crime,Drama,United Artists,United States of America,English
10056,75000,Killer's Kiss,6.107034,20353,0,67,Released,Killer's Kiss,6.2,101,Crime; Drama; Thriller,Crime,Minotaur Productions,United States of America,English
967,12000000,Spartacus,11.110376,22195,60000000,197,Released,Spartacus,7.3,472,Action; Drama; History,Action,Bryna Productions,United States of America,English
802,2000000,Lolita,9.551293,22810,9250000,153,Released,Lolita,7.3,409,Drama; Romance,Drama,Seven Arts Productions,United Kingdom,English
3175,11000000,Barry Lyndon,14.003467,27746,20000000,184,Released,Barry Lyndon,7.7,521,Drama; Romance; War,Drama,Hawk Films,United Kingdom,Deutsch
147,0,Les Quatre Cents Coups,7.268688,21674,0,99,Released,The 400 Blows,8,363,Drama,Drama,Les Films du Carrosse,France,English
1628,0,Jules et Jim,5.979791,22669,0,105,Released,Jules and Jim,7.6,163,Drama; Romance,Drama,Les Films du Carrosse,France,English
21185,1884000,Vibes,7.368928,32360,1883811,99,Released,Vibes,6,10,Romance; Action; Comedy,Romance,Imagine Entertainment,Ecuador,English
11120,0,The Mosquito Coast,6.224859,31742,14302779,119,Released,The Mosquito Coast,6.3,126,Adventure; Drama,Adventure,Warner Bros.,United States of America,English
10136,25000000,The Golden Child,8.236472,31758,79817939,94,Released,The Golden Child,5.6,311,Action; Adventure; Comedy,Action,Paramount Pictures,United States of America,ÄŒeskÃ½
32060,0,Brighton Beach Memoirs,2.563112,31413,0,108,Released,Brighton Beach Memoirs,6.2,20,Comedy; Drama; Romance,Comedy,Rastar Pictures,United States of America,English
48686,0,Assassination,3.143618,31786,0,105,Released,Assassination,5.6,11,Drama; Action; Thriller,Drama,Cannon Group,United States of America,English
48259,0,Crimes of the Heart,2.524937,31758,22905522,105,Post Production,Crimes of the Heart,6,17,Drama; Family,Drama,De Laurentiis Entertainment Group (DEG),United States of America,English
873,15000000,The Color Purple,11.573562,31399,146292009,154,Released,The Color Purple,7.7,345,Drama,Drama,Amblin Entertainment,United States of America,English
48660,0,The Kindred,0.710875,31786,0,91,Released,The Kindred,5.9,7,Horror; Science Fiction,Horror,Kindred Limited Partnership,United States of America,English
26789,0,No Mercy,11.273675,31765,12303904,106,Released,No Mercy,5.7,38,Action; Crime; Thriller,Action,TriStar Pictures,United States of America,English
3934,0,Tenue de soirÃ©e,2.010505,31525,0,84,Released,MÃ©nage,6,25,Crime; Drama; Comedy,Crime,CinÃ© Valse,France,FranÃ§ais
108312,2000000,Native Son,0.910047,31770,1301121,111,Released,Native Son,2,2,Drama,Drama,American Playhouse,United States of America,English
198469,0,Otello,0.001586,31763,0,0,Released,Otello,6.7,3,,,,,
11416,24500000,The Mission,11.241995,31684,17218023,126,Released,The Mission,7.1,295,Adventure; Drama; Action; History,Adventure,Goldcrest Films International,France,English
10776,25000000,Little Shop of Horrors,7.409179,31765,38748395,94,Released,Little Shop of Horrors,6.7,389,Horror; Comedy; Music,Horror,The Geffen Company,United States of America,English
24452,30000,The Little Shop of Horrors,4.327466,22173,0,70,Released,The Little Shop of Horrors,6.2,78,Comedy,Comedy,Santa Clara Productions,United States of America,English
9710,0,Allan Quatermain and the Lost City of Gold,10.877201,31763,0,99,Released,Allan Quatermain and the Lost City of Gold,4.6,70,Action; Adventure; Comedy,Action,Golan-Globus,United States of America,English
31924,0,The Morning After,2.995682,31771,25147055,102,Released,The Morning After,5.9,22,Crime; Drama; Mystery; Thriller,Crime,Lorimar Productions,United States of America,FranÃ§ais
30890,16000000,Radio Days,8.782912,31807,0,90,Released,Radio Days,7,131,Comedy; Drama,Comedy,Orion Pictures,United States of America,English
24081,0,From the Hip,0.619481,31814,9518342,111,Released,From the Hip,5.8,12,Comedy; Drama,Comedy,,United States of America,English
20242,0,Outrageous Fortune,2.362974,31807,0,100,Released,Outrageous Fortune,5.6,32,Action; Comedy; Mystery,Action,Touchstone Pictures,United States of America,English
39074,0,The Bedroom Window,4.187498,31793,0,112,Released,The Bedroom Window,6.2,20,Crime; Thriller; Mystery,Crime,De Laurentiis Entertainment Group (DEG),United States of America,English
66194,0,Deadtime Stories,1.712138,31515,2750741,93,Released,Deadtime Stories,4.6,7,Horror; Thriller,Horror,Overseas FilmGroup,United States of America,English
2115,0,Light of Day,1.745096,31814,0,107,Released,Light of Day,5.4,10,Music; Drama,Music,Keith Barish Productions,United States of America,English
23599,0,Wanted: Dead or Alive,4.917167,31793,0,104,Released,Wanted: Dead or Alive,5.4,22,Action; Thriller; Crime; Drama,Action,New World Pictures,United States of America,English
3526,0,Frances,2.077869,30288,5000000,140,Released,Frances,7.1,24,Drama,Drama,Brooksfilms,United States of America,English
41166,0,Plenty,0.637248,31310,0,124,Released,Plenty,5.9,8,Drama; Romance,Drama,Pressman Productions,United Kingdom,English
16406,13000000,Dick,3.960622,36376,27500000,94,Released,Dick,5.7,67,Comedy,Comedy,Columbia Pictures,Canada,English
197239,0,The Gambler,1.650488,35733,0,97,Released,The Gambler,0,0,,,,,
10386,70000000,The Iron Giant,15.441459,36378,23159305,86,Released,The Iron Giant,7.6,1470,Adventure; Animation; Family; Fantasy; Science Fiction,Adventure,Warner Bros. Animation,United States of America,English
745,40000000,The Sixth Sense,18.449169,36378,672806292,107,Released,The Sixth Sense,7.7,3223,Mystery; Thriller; Drama,Mystery,Spyglass Entertainment,United States of America,Latin
913,48000000,The Thomas Crown Affair,10.961226,36378,124305181,113,Released,The Thomas Crown Affair,6.7,349,Drama; Crime; Romance,Drama,Irish Dreamtime,United States of America,English
912,4300000,The Thomas Crown Affair,9.444818,25008,0,102,Released,The Thomas Crown Affair,6.9,95,Romance; Crime; Thriller; Drama,Romance,The Mirisch Corporation,United States of America,English
12229,0,The Acid House,4.222607,35978,0,106,Released,The Acid House,6.4,33,Comedy; Drama,Comedy,,United Kingdom,English
67323,0,The Adventures of Sebastian Cole,0.371975,36049,0,99,Released,The Adventures of Sebastian Cole,6.5,2,Drama; Comedy,Drama,,,English
91076,0,Illuminata,0.837943,35936,0,119,Released,Illuminata,6.3,7,Drama,Drama,Overseas FilmGroup,Spain,English
89861,0,Stiff Upper Lips,0.882132,35958,0,99,Released,Stiff Upper Lips,10,1,Comedy,Comedy,,United Kingdom,English
19457,0,The Yards,11.162383,36643,0,115,Released,The Yards,6,98,Drama; Action; Thriller; Crime,Drama,Miramax Films,United States of America,English
11353,55000000,Bowfinger,7.169508,36384,0,97,Released,Bowfinger,6,258,Comedy,Comedy,Universal Pictures,United States of America,English
17707,25000000,Brokedown Palace,6.570918,36385,13000000,100,Released,Brokedown Palace,6.2,115,Drama; Thriller,Drama,Twentieth Century Fox Film Corporation,United States of America,English
9781,6500000,Detroit Rock City,6.074832,36385,4217115,95,Released,Detroit Rock City,6.7,102,Comedy; Music,Comedy,New Line Cinema,United States of America,English
102489,0,Alice et Martin,0.422789,36091,0,124,Released,Alice and Martin,6,6,Drama; Romance,Drama,France 2 CinÃ©ma,France,English
18212,0,Better Than Chocolate,5.12798,36205,0,101,Released,Better Than Chocolate,6.4,25,Drama; Romance,Drama,British Columbia Film,Canada,English
13817,0,Head On,3.466204,36020,378667,104,Released,Head On,5.8,18,Drama,Drama,Head On Productions,Australia,English
126996,0,"Marcello Mastroianni: mi ricordo, sÃ¬, io mi ricordo",0.614407,35671,0,198,Released,Marcello Mastroianni: I Remember,5.5,2,Documentary,Documentary,,Italy,Italiano
38715,0,Cobra,0.220388,9134,0,70,Released,Cobra,6.7,3,Drama; Romance,Drama,Ritz-Carlton Pictures,United States of America,
48781,6400000,Never Talk to Strangers,7.506958,34992,6,86,Released,Never Talk to Strangers,4.7,31,Thriller; Romance,Thriller,TriStar Pictures,United States of America,English
12185,0,Heaven Can Wait,5.232475,28669,0,101,Released,Heaven Can Wait,6.4,84,Fantasy; Drama; Comedy; Romance,Fantasy,Paramount Pictures,United States of America,English
29056,350000,The Raven,4.817514,23036,1499275,86,Released,The Raven,6.3,56,Comedy; Fantasy; Horror,Comedy,Alta Vista Productions,United States of America,English
26857,250000,The Tingler,2.28087,21760,0,82,Released,The Tingler,6.4,34,Horror,Horror,Columbia Pictures,United States of America,English
28501,200000,The Pit and the Pendulum,4.392322,22505,2000000,80,Released,The Pit and the Pendulum,6.9,67,Fantasy; Horror; Drama,Fantasy,Alta Vista Productions,United States of America,English
29030,0,The Tomb of Ligeia,3.631422,23682,0,81,Released,The Tomb of Ligeia,5.8,43,Horror; Drama,Horror,Alta Vista Film Production,United Kingdom,English
25319,0,The Masque of the Red Death,11.587199,23552,0,90,Released,The Masque of the Red Death,6.6,62,Drama; Horror,Drama,Alta Vista Productions,United Kingdom,English
29074,0,Tales of Terror,2.356666,22831,0,89,Released,Tales of Terror,6.3,35,Thriller; Comedy; Horror; Mystery,Thriller,Alta Vista Productions,United States of America,English
24103,0,Haunted Honeymoon,2.858879,31618,8033397,82,Released,Haunted Honeymoon,5.4,45,Comedy; Horror; Music,Comedy,Orion Pictures,United Kingdom,English
10552,0,Cat's Eye,6.781815,31149,0,94,Released,Cat's Eye,5.9,140,Comedy; Thriller; Horror,Comedy,Famous Films (II),United States of America,English
9267,0,And Now for Something Completely Different,9.132013,26204,0,88,Released,And Now for Something Completely Different,7.1,139,Comedy,Comedy,Columbia Pictures,United Kingdom,English
10766,6800000,Damien: Omen II,10.235373,28650,26518355,107,Released,Damien: Omen II,6.1,170,Action; Drama; Horror; Thriller,Action,Twentieth Century Fox Film Corporation,United States of America,English
10768,0,Omen III: The Final Conflict,7.798615,29665,20471382,108,Released,Omen III: The Final Conflict,5.5,132,Drama; Horror; Thriller,Drama,Twentieth Century Fox Film Corporation,United Kingdom,English
813,3500000,Airplane!,13.063203,29404,83453539,88,Released,Airplane!,7.1,1104,Comedy,Comedy,Paramount Pictures,United States of America,English
2665,0,Airplane II: The Sequel,7.181664,30295,27150534,85,Released,Airplane II: The Sequel,6,276,Comedy,Comedy,Paramount Pictures,United States of America,English
9406,22000000,An American Werewolf in Paris,7.145784,35789,26570463,105,Released,An American Werewolf in Paris,5.3,154,Horror; Comedy,Horror,Hollywood Pictures,France,English
11418,0,National Lampoonâ€™s European Vacation,11.457485,31253,49364621,95,Released,National Lampoonâ€™s European Vacation,6,232,Adventure; Comedy; Romance,Adventure,Warner Bros.,United States of America,English
11153,15000000,National Lampoon's Vacation,7.747432,30525,61399552,98,Released,National Lampoon's Vacation,7.1,412,Comedy; Adventure; Romance,Comedy,Warner Bros.,United States of America,English
14170,0,Funny Farm,11.303489,32297,0,101,Released,Funny Farm,6,74,Comedy,Comedy,Warner Bros.,United States of America,English
2280,18000000,Big,9.562292,32297,151668774,104,Released,Big,6.9,1022,Fantasy; Drama; Comedy; Romance; Family,Fantasy,Gracie Films,United States of America,English
11077,0,Problem Child,5.722116,33081,0,81,Released,Problem Child,5.5,152,Comedy,Comedy,Imagine Entertainment,United States of America,English
28597,0,Problem Child 2,8.142992,33422,0,90,Released,Problem Child 2,5.2,101,Comedy,Comedy,Imagine Entertainment,United States of America,English
22611,0,Little Nemo: Adventures In Slumberland,2.770568,32704,0,85,Released,Little Nemo: Adventures In Slumberland,7.1,36,Adventure; Animation; Family; Fantasy,Adventure,,Japan,Deutsch
39780,0,Oscar and Lucinda,1.462571,35795,0,132,Released,Oscar and Lucinda,6.2,26,Drama; Romance,Drama,Fox Searchlight Pictures,Australia,FranÃ§ais
10396,23000000,Tequila Sunrise,6.399977,32479,0,115,Released,Tequila Sunrise,6,116,Action; Adventure; Crime; Romance; Thriller,Action,The Mount Company,United States of America,English
9944,45000000,The Pelican Brief,8.708306,34319,195268056,141,Released,The Pelican Brief,6.3,377,Drama; Mystery; Thriller; Crime,Drama,Warner Bros.,United States of America,English
850,0,A Christmas Story,7.337907,30638,19294144,94,Released,A Christmas Story,7.4,352,Comedy; Family,Comedy,Metro-Goldwyn-Mayer (MGM),United States of America,English
10154,0,Mickey Blue Eyes,6.951414,36388,0,102,Released,Mickey Blue Eyes,5.3,142,Comedy; Crime; Romance,Comedy,Castle Rock Entertainment,United Kingdom,English
10342,13000000,Teaching Mrs. Tingle,8.345784,36383,8946237,96,Released,Teaching Mrs. Tingle,5.3,94,Comedy; Thriller,Comedy,Konrad Pictures,United States of America,English
10366,45000000,Universal Soldier: The Return,7.805145,36377,10667893,82,Released,Universal Soldier: The Return,4.2,138,Action; Science Fiction,Action,TriStar Pictures,United States of America,English
9349,23000000,Universal Soldier,8.035769,33795,0,102,Released,Universal Soldier,5.8,382,Thriller; Action; Science Fiction; Crime,Thriller,Centropolis Entertainment,United States of America,English
15122,0,Love Stinks,1.097513,36413,0,94,Released,Love Stinks,5.4,11,Comedy; Romance,Comedy,,United States of America,PortuguÃªs
10494,0,ãƒ‘ãƒ¼ãƒ•ã‚§ã‚¯ãƒˆãƒ–ãƒ«ãƒ¼,6.487495,35622,0,81,Released,Perfect Blue,7.9,261,Animation; Thriller,Animation,Madhouse,Japan,æ—¥æœ¬èªž
126152,0,With Friends Like These...,0.056395,36048,0,105,Released,With Friends Like These...,0,0,Horror; Science Fiction,Horror,Miramax Films,United States of America,
22314,7000000,In Too Deep,1.615319,36397,14011454,97,Released,In Too Deep,6.3,18,Drama; Action; Thriller; Crime,Drama,Suntaur Entertainment Company,United States of America,Italiano
51679,0,The Source,0.447313,36161,360895,88,Released,The Source,4.9,5,Documentary; Foreign,Documentary,,,
35813,0,The Bat,8.819138,21771,0,80,Released,The Bat,5.9,18,Horror; Mystery; Thriller,Horror,Liberty Pictures,United States of America,Deutsch
11037,0,Iron Eagle,4.33058,31429,0,117,Released,Iron Eagle,4.8,64,Action; Thriller; War,Action,TriStar Pictures,Canada,Nederlands
11955,0,Iron Eagle II,2.331052,32458,0,105,Released,Iron Eagle II,4.3,17,Action; Adventure; Drama; Thriller,Action,TriStar Pictures,Canada,English
2038,0,Iron Eagle III,8.48487,33612,0,98,Released,Iron Eagle III,3.6,15,Action; Thriller,Action,Seven Arts Pictures,United Kingdom,English
28737,0,Iron Eagle IV,1.286323,34700,0,96,Released,Iron Eagle IV,3.2,8,Action; Adventure,Action,,,English
11963,0,Three Days of the Condor,14.364447,27661,27476252,117,Released,Three Days of the Condor,7.2,234,Action; Thriller; Mystery,Action,Paramount Pictures,United States of America,English
141489,0,Hamlet from the Lunt-Fontanne Theatre,0.512134,23643,0,191,Released,Hamlet from the Lunt-Fontanne Theatre,6,2,,,,,
53761,0,Male and Female,1.175646,7267,0,116,Released,Male and Female,5,1,Adventure; Drama,Adventure,Paramount Pictures,United States of America,
9096,40000000,Medicine Man,7.431005,33641,0,106,Released,Medicine Man,5.8,114,Adventure,Adventure,Hollywood Pictures,United States of America,English
91893,0,"Die Spinnen, 1. Teil - Der Goldene See",0.301984,7216,0,69,Released,The Spiders - The Golden Sea,5.7,5,Adventure,Adventure,Decla-Bioscop AG,Germany,Deutsch
113273,0,On the Ropes,0.140027,36161,0,94,Released,On the Ropes,5,1,,,,,
103793,0,Rosie,0.100686,36117,0,0,Released,Rosie,5,2,,,,,Nederlands
1911,160000000,The 13th Warrior,10.308026,36399,61698899,102,Released,The 13th Warrior,6.4,524,Adventure; Fantasy; Action,Adventure,Touchstone Pictures,United States of America,English
2900,75000000,The Astronaut's Wife,14.705865,36398,19598588,109,Released,The Astronaut's Wife,5.5,263,Drama; Science Fiction; Thriller,Drama,New Line Cinema,United States of America,English
17709,70000000,Dudley Do-Right,4.431577,36399,0,77,Released,Dudley Do-Right,3.8,49,Comedy; Family; Romance,Comedy,Universal Pictures,United States of America,ÄŒeskÃ½
37718,0,The Muse,1.533253,36399,0,97,Released,The Muse,5.3,31,Fantasy; Comedy,Fantasy,October Films,United States of America,English
47144,0,Bure baruta,0.569218,36008,0,102,Released,Cabaret Balkan,7.3,4,Drama,Drama,MACT Productions,Serbia,Srpski
104896,0,A Dog Of Flanders,0.513308,36399,0,96,Released,A Dog Of Flanders,6.4,6,Drama; Family,Drama,,,English
30964,0,The Lost Son,0.504739,36336,0,102,Released,The Lost Son,5.8,6,Mystery; Thriller,Mystery,,France,English
